actor_1_facebook_likes,actor_1_name,actor_2_facebook_likes,actor_2_name,actor_3_facebook_likes,actor_3_name,aspect_ratio,budget,cast_total_facebook_likes,color,content_rating,country,director_facebook_likes,director_name,facenumber_in_poster,genres,gross,imdb_score,language,movie_facebook_likes,movie_title,num_critic_for_reviews,num_user_for_reviews,num_voted_users,overview,plot_keywords,popularity,production_companies,runtime,title_year,return_rate,if_profit,total_fb_likes
634,Ted Raimi,328,Dan Hicks,199,Kassie Wesley DePaiva,1.85,3.6,1347,Color,X,USA,0,Sam Raimi,0,Comedy,5.923044,7.8,English,0,Evil Dead II,252,537,113451,Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from “The Book of the Dead.” As they play the recording an evil power is unleashed taking over Linda’s body.,cabin|cabin in the woods|demon|evil dead|woods,35.674774,"[{""name"": ""Renaissance Films"", ""id"": 3102}, {""name"": ""Rosebud Productions"", ""id"": 47380}]",84,1987,0.6452899999999999,1,2508
560,Wanda Sykes,555,J.B. Smoove,542,Robert Vaughn,1.85,3,2238,Color,PG-13,USA,0,Louis C.K.,0,Action,3.293258,5.2,English,0,Pootie Tang,31,131,11399,"Pootie Tang, the musician/actor/folk hero of the ghetto, is chronicled from his early childhood to his battles against the evil Corporate America, who try to steal his magic belt and make him sell out by endorsing addictive products to his people. Pootie must learn to find himself and defeat the evil corporation for all the young black children of America, supatime.",based on sketch comedy|corporation|cult film|evil corporation|sex,3.115754,[],81,2001,0.0977526666666666,1,3895
827,Frances Conroy,729,Fred Willard,681,Kevin Sussman,1.85,3.5,3574,Color,R,USA,0,Robert Cary,3,Comedy,0.220234,6.5,English,360,Ira & Abby,30,24,1950,"A neurotic, young psychology student, with low self-esteem, has a chance encounter with a free-spirited, extremely gregarious woman who works at the Paris Health Club in New York City, and who suggests that they immediately get married to see how it will work out. Both of the student's parents are analysts, and they provide the happy couple with a gift certificate for a year of marriage counseling as a wedding present.",erectile dysfunction|mugger|mugging|subway robbery|therapy,0.595136,[],104,2006,-0.937076,0,6171
622,Will Forte,591,Nicholas Braun,536,Rosemarie DeWitt,2.35,68,2486,Color,R,USA,82,Akiva Schaffer,4,Action,34.350553,5.7,English,15000,The Watch,265,207,104072,"Four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week. But when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites, they have no choice but to save their neighborhood - and the world - from total extermination.",alien|escape|manager|neighborhood watch|ohio,39.395881,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""Down Productions"", ""id"": 37336}]",98,2012,-0.49484480882352944,0,19317
11000,Zooey Deschanel,8000,Will Ferrell,405,Dallas Roberts,1.85,3.5,20009,Color,R,USA,9,Adam Rapp,4,Comedy,0.101228,6.4,English,414,Winter Passing,50,53,7228,"Actress Reese Holden has been offered a small fortune by a book editor if she can secure for publication the love letters that her father, a reclusive novelist, wrote to her mother, who has since passed away. Returning to Michigan, Reese finds that an ex-grad student and a would-be musician have moved in with her father, who cares more about his new friends than he does about his own health and well-being.",love|michigan|musician|novelist|student,3.643608,"[{""name"": ""Yari Film Group"", ""id"": 2448}, {""name"": ""Stratus Film Co."", ""id"": 11027}]",98,2005,-0.9710777142857143,0,39837
4000,Jordana Brewster,756,Geoff Stults,660,Scoot McNairy,2.35,3.5,6380,Color,PG-13,USA,23,Angela Robinson,3,Action,0.096793,5.3,English,1000,D.E.B.S.,50,135,12188,The star of a team of teenage crime fighters falls for the alluring villainess she must bring to justice.,1959 cadillac|diamonds|female villain|force field|voyeurism,6.396936,"[{""name"": ""Destination Films"", ""id"": 769}, {""name"": ""Andrea Sperling Productions"", ""id"": 2313}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Anonymous Content"", ""id"": 10039}]",91,2004,-0.9723448571428571,0,12819
11000,Morgan Freeman,108,Sofie Gråbøl,34,Romane Bohringer,1.85,8,11218,Color,G,France,10,Luc Jacquet,0,Documentary,77.413017,7.6,French,0,March of the Penguins,169,331,45984,"Every year, thousands of Antartica's emperor penguins make an astonishing journey to breed their young. They walk, marching day and night in single file 70 miles into the darkest, driest and coldest continent on Earth.",chick|emperor penguin|journey|ocean|penguin,17.537154,"[{""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Buena Vista International Film Production France"", ""id"": 7658}, {""name"": ""Alliance de Production Cinematographique (APC)"", ""id"": 8661}, {""name"": ""L'Institut Polare Fran\u00e7ais Paul-\u00c9mile Victor"", ""id"": 66329}, {""name"": ""National Geographic Films"", ""id"": 66330}, {""name"": ""Bonne Pioche"", ""id"": 66331}]",80,2005,8.676627125,1,22370
18000,Kevin Spacey,2000,Demi Moore,969,Ashley Williams,1.85,3.5,22834,Color,R,USA,78,J.C. Chandor,8,Biography,5.354039,7.1,English,21000,Margin Call,290,225,92599,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,capital management|financial crisis|financial disaster|investment fraud|management,26.259389,"[{""name"": ""Benaroya Pictures"", ""id"": 6692}, {""name"": ""Before the Door Pictures"", ""id"": 14861}, {""name"": ""Washington Square Films"", ""id"": 14862}, {""name"": ""Untitled Entertainment"", ""id"": 46225}]",107,2011,0.5297254285714286,1,64881
1000,Anjelica Huston,585,Matt Gerald,539,Jonah Bobo,1.66,3,3608,Color,R,USA,0,Clark Gregg,0,Comedy,2.926565,6.5,English,0,Choke,159,72,28573,A sex-addicted con-man pays for his mother's hospital bills by playing on the sympathies of those who rescue him from choking to death.,choking|friend|hospital|restaurant|scam,11.637458,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Contrafilm"", ""id"": 1836}, {""name"": ""ATO Pictures"", ""id"": 1962}, {""name"": ""Aramid Entertainment Fund"", ""id"": 3272}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Choke Film"", ""id"": 52896}]",92,2008,-0.02447833333333327,0,5732
24000,J.K. Simmons,970,Melissa Benoist,535,Chris Mulkey,2.4,3.3,26495,Color,R,USA,141,Damien Chazelle,0,Drama,13.092,8.5,English,129000,Whiplash,535,731,399138,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",conservatory|drummer|emotional abuse|music school|obsession,192.528841,"[{""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Right of Way Films"", ""id"": 32157}]",105,2014,2.9672727272727277,1,181141
1000,Alice Braga,69,Seu Jorge,40,Alexandre Rodrigues,1.85,3.3,1211,Color,R,Brazil,353,Fernando Meirelles,0,Crime,7.563397,8.7,Portuguese,28000,City of God,214,749,533200,"Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes: The eyes of an artist. By accident, he becomes a professional photographer, gaining his freedom.",coming of age|male frontal nudity|male nudity|photographer|slum,44.356711,"[{""name"": ""O2 Filmes"", ""id"": 345}, {""name"": ""VideoFilmes"", ""id"": 346}, {""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Globo filmes"", ""id"": 10954}, {""name"": ""Lumiere"", ""id"": 11444}, {""name"": ""Hank Levine Film"", ""id"": 11445}, {""name"": ""Lereby Productions"", ""id"": 11446}]",130,2002,1.291938484848485,1,30673
798,Danny Dyer,472,John Simm,78,Shaun Parkes,1.85,2.2,1430,Color,R,UK,8,Justin Kerrigan,2,Comedy,0.104257,7.1,English,0,Human Traffic,47,160,19194,"All that exists now is clubs, drugs, pubs and parties. I've got 48 hours off from the world, man I'm gonna blow steam out of my head like a screaming kettle. I'm gonna talk cods hit to strangers all night. I'm gonna lose the plot on the dance floor, the free radicals inside me are freaking man!  Tonight I'm Jip Travolta, I'm Peter Popper, I'm going to Never Never Land with my chosen family, man. We're going to get more spaced out than Neil Armstrong ever did.  Anything could happen tonight, you know? This could be the best night of my life! I've got 73 quid in my back burner. I'm gonna wax the lot, man.  The milky bars are on me! Yeah!",friday|friend|hip hop|techno rave|weekend,4.859873,"[{""name"": ""Irish Screen"", ""id"": 2920}]",99,1999,-0.9526104545454546,0,2786
74,Thomas Bo Larsen,69,Alexandra Rapaport,26,Hana Shuan,2.35,3.8,216,Color,R,Denmark,346,Thomas Vinterberg,1,Drama,0.610968,8.3,Danish,60000,The Hunt,349,249,170155,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",deer|gun|gunshot|hunt|kindergarten teacher,21.826888,"[{""name"": ""Zentropa Entertainments"", ""id"": 76}, {""name"": ""Det Danske Filminstitut"", ""id"": 118}, {""name"": ""Danmarks Radio (DR)"", ""id"": 119}, {""name"": ""Eurimages"", ""id"": 850}, {""name"": ""MEDIA Programme of the European Union"", ""id"": 851}, {""name"": ""Sveriges Television (SVT)"", ""id"": 3221}, {""name"": ""Svenska Filminstitutet (SFI)"", ""id"": 7446}, {""name"": ""Nordisk Film- & TV-Fond"", ""id"": 8555}, {""name"": ""Film V\u00e4st"", ""id"": 74636}]",115,2012,-0.8392189473684211,0,60731
625,Armando Riesco,464,Ramon Rodriguez,377,Eduardo Verástegui,1.85,3.3,2747,Color,PG-13,USA,38,Alejandro Monteverde,0,Drama,8.108247,7.4,English,0,Bella,60,174,9607,"An international soccer star is on his way to sign a multimillion dollar contract when something happens that brings his career to an abrupt end. A beautiful waitress, struggling to make it in New York City, discovers something about herself that she's unprepared for. In one irreversible moment, their lives are turned upside down.",inter cultural|latino|restaurant|soccer|train,1.814802,"[{""name"": ""Mpower Pictures"", ""id"": 5294}, {""name"": ""Metanoia Films"", ""id"": 7075}, {""name"": ""Burnside Entertainment"", ""id"": 13818}, {""name"": ""Bella Productions"", ""id"": 48752}, {""name"": ""One Media, The"", ""id"": 77798}]",91,2006,1.4570445454545458,1,4251
280,Catalina Sandino Moreno,11,Wilson Guerrero,6,Yenny Paola Vega,1.85,3,308,Color,R,Colombia,13,Joshua Marston,0,Crime,6.517198,7.5,Spanish,0,Maria Full of Grace,155,172,30474,A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family.,colombia|colombian|drug mule|money|stomach,3.027892,"[{""name"": ""Fine Line Features"", ""id"": 8}, {""name"": ""Journeyman Pictures"", ""id"": 2291}, {""name"": ""HBO Films"", ""id"": 7429}]",101,2004,1.1723993333333333,1,618
1000,Goran Visnjic,394,Lou Taylor Pucci,157,Mary Page Keller,1.85,3.2,2016,Color,R,USA,101,Mike Mills,4,Comedy,5.776314,7.2,English,15000,Beginners,261,142,73349,"A young man is rocked by two announcements from his elderly father: that he has terminal cancer, and that he has a young male lover.",actress|cancer|death|french|gay relationship,11.933449,"[{""name"": ""Parts and Labor"", ""id"": 6531}, {""name"": ""Olympus Pictures"", ""id"": 7400}, {""name"": ""Focus Features"", ""id"": 10146}]",105,2010,0.805098125,1,18668
1000,John Belushi,783,Karen Allen,559,Tim Matheson,1.85,3,3468,Color,R,USA,644,John Landis,6,Comedy,141.6,7.6,English,0,Animal House,94,257,90177,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",academic probation|camera shot of feet|fraternity|school expulsion|smashing a guitar,17.332585,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Oregon Film Factory"", ""id"": 13298}, {""name"": ""Stage III Productions"", ""id"": 13300}]",109,1978,46.199999999999996,1,6454
387,Honor Blackman,202,Gert Fröbe,177,Lois Maxwell,1.37,3,1198,Color,Approved,UK,82,Guy Hamilton,2,Action,51.1,7.8,English,0,Goldfinger,164,418,139432,"Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",bikini|covered in melted gold|fort knox|gold|pilot,47.812466,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Danjaq"", ""id"": 10761}]",110,1964,16.033333333333335,1,2046
2000,Kelly Macdonald,887,Shirley Henderson,557,Ewen Bremner,1.85,3.5,3559,Color,R,UK,0,Danny Boyle,4,Drama,16.501785,8.2,English,21000,Trainspotting,134,514,469561,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",drug culture|drugs|filthy toilet|heroin addict|heroin withdrawal,63.513324,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""Noel Gay Motion Picture Company"", ""id"": 358}, {""name"": ""Figment Films"", ""id"": 359}, {""name"": ""Film4"", ""id"": 9349}]",93,1996,3.7147957142857146,1,28003
1000,Bernie Mac,436,Cedric the Entertainer,360,Steve Harvey,1.85,3,1964,Color,R,USA,0,Spike Lee,0,Comedy,38.168022,6.6,English,290,The Original Kings of Comedy,53,83,4687,"The Original Kings of Comedy achieves the seemingly impossible task of capturing the rollicking and sly comedy routines of stand-up and sitcom vets Steve Harvey, D.L. Hughley, Cedric the Entertainer, and Bernie Mac and the magic of experiencing a live concert show. Director Spike Lee and his crew plant a multitude of cameras in a packed stadium and onstage (as well as backstage, as they follow the comedians) to catch the vivid immediacy of the show, which is as much about the audience as it is about the jokes.",backstage|comedian|concert film|emcee|stand up comedian,1.918959,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]",115,2000,11.722674,1,4050
438,Sprague Grayden,332,Molly Ephraim,189,Micah Sloat,1.85,3,1081,Color,R,USA,21,Tod Williams,0,Horror,84.749884,5.7,English,14000,Paranormal Activity 2,264,359,82133,"Just as Dan and Kristi welcome a newborn baby into their home, a demonic presence begins terrorizing them, tearing apart their perfect world and turning it into an inescapable nightmare. Security cameras capture the torment, making every minute horrifyingly real.",california|carlsbad california|house|nanny|security camera,22.789649,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Solana Films"", ""id"": 21223}]",91,2010,27.24996133333333,1,16061
909,Michael Moore,504,Dick Clark,184,Bill Clinton,1.85,4,1779,Black and White,R,Germany,909,Michael Moore,2,Crime,21.244913,8,English,4000,Bowling for Columbine,215,888,123090,"Why do 11,000 people die in America each year at the hands of gun violence? Talking heads yelling from every TV camera blame everything from Satan to video games. But are we that much different from many other countries? What sets us apart? How have we become both the master and victim of such enormous amounts of violence? This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old, Bowling for Columbine is a journey through America, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",bank|columbine|columbine high school killings|firearm|school shooting,11.414843,"[{""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""TiMe Film- und TV-Produktions GmbH"", ""id"": 11104}, {""name"": ""Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG"", ""id"": 26136}, {""name"": ""Dog Eat Dog Films"", ""id"": 26137}, {""name"": ""Iconolatry Productions Inc."", ""id"": 26138}, {""name"": ""Salter Street Films International"", ""id"": 26139}, {""name"": ""United Broadcasting Inc."", ""id"": 26140}]",120,2002,4.31122825,1,8285
687,Julian Sands,443,Rupert Graves,249,Denholm Elliott,1.66,3,1665,Color,Unrated,UK,133,James Ivory,0,Drama,20.966644,7.4,English,0,A Room with a View,55,94,29610,"When Lucy Honeychurch and chaperon Charlotte Bartlett find themselves in Florence with rooms without views, fellow guests Mr Emerson and son George step in to remedy the situation. Meeting the Emersons could change Lucy's life forever but, once back in England, how will her experiences in Tuscany affect her marriage plans?",male nudity|male pubic hair|nude bathing|piano|pubic hair,7.961559,"[{""name"": ""Goldcrest Films International"", ""id"": 500}, {""name"": ""National Film Finance Corporation (NFFC)"", ""id"": 11493}, {""name"": ""Curzon Film Distributors"", ""id"": 11494}]",117,1985,5.988881333333333,1,3177
942,Rhys Wakefield,810,Adelaide Kane,535,Chris Mulkey,2.35,3,3708,Color,R,USA,65,James DeMonaco,0,Horror,64.42365,5.7,English,31000,The Purge,361,578,139329,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",class differences|killing spree|one night|suburb|violence,54.403033,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Why Not Productions"", ""id"": 729}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""20th Century Fox Russia"", ""id"": 18065}]",86,2013,20.474549999999997,1,37060
1000,Danielle Kotch,419,Victoria Leigh,412,James Ransone,2.35,3,2239,Color,R,USA,301,Scott Derrickson,0,Horror,48.05694,6.8,English,58000,Sinister,411,524,155153,"Found footage helps a true-crime novelist realize how and why a family was murdered in his new home, though his discoveries put his entire family in the path of a supernatural entity.",book|found footage|research|snuff film|writer,41.045084,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Automatik Entertainment"", ""id"": 7625}, {""name"": ""Possessed Pictures"", ""id"": 23277}]",110,2012,15.018979999999999,1,62371
71,Nancy O'Dell,65,Mikki Padilla,12,Dayna Devon,1.85,3,159,Color,R,USA,9,David Raynr,1,Biography,19.184015,5.4,English,63,Martin Lawrence Live: Runteldat,24,35,1466,"The controversial bad-boy of comedy delivers a piercing look at his life, lifting the metaphorical smokescreen that he feels has clouded the public view, commenting on everything from the dangers of smoking to the trials of relationships, and unleashing a nonstop litany of raucous anecdotes, stinging social commentary and very personal reflections about life.",actor name in title|colon in title|four word title|live performance|satire,0.295226,[],113,2002,5.3946716666666665,1,379
2000,Kevin Zegers,970,Bill Cobbs,693,Michael Jeter,1.85,3,4277,Color,PG,USA,188,Charles Martin Smith,0,Comedy,24.629916,5.1,English,902,Air Bud,35,34,12942,"A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12-year-old Josh Framm moves with his family to the small town of Fernfield, Washington. The new kid in town, Josh has no friends and is too shy to try out for the school basketball team. Instead he prefers to practice alone on an abandoned court, he befriends a runaway golden retriever named Buddy. Josh is amazed when he realizes that Buddy loves basketball...that is playing basketball...and he is GOOD! Josh eventually makes the school team and Buddy is named the Team Mascot. Josh and Buddy become the stars of halftime. Buddy's half-time talent draws media attention. Unfortunately, when Buddy's mean former owner, Norm Snively, comes along with a scheme to cash in on the pup's celebrity, it looks like they are going to be separated.",basketball|boy|dog|dog movie|golden retriever,11.241802,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",98,1997,7.2099720000000005,1,9030
682,William Holden,119,Sessue Hayakawa,87,Jack Hawkins,2.35,3,1035,Color,PG,UK,767,David Lean,2,Adventure,27.2,8.2,English,0,The Bridge on the River Kwai,122,273,149444,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",allies|bridge|construction|jungle|sabotage,23.109959,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Horizon Pictures (II)"", ""id"": 11356}]",161,1957,8.066666666666666,1,2690
610,Ariana Richards,232,Royal Dano,175,Tonya Lee Williams,1.85,3,1441,Color,PG,USA,32,Patrick Read Johnson,1,Adventure,15.369573,5.3,English,710,Spaced Invaders,16,54,2580,"A crew of Martians overhears a radio broadcast of Orson Welles' ""War of the Worlds"" coming from Earth, and, thinking the Martian fleet is attacking Earth, they land their broken-down ship in a backwater mid-American town. As luck would have it, they land on Halloween and get mistaken for trick-or-treaters. Comedy ensues as the Martians try to get taken seriously.",alien|halloween|killer robot|outer space|wrestler costume,1.586598,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Silver Screen Partners IV"", ""id"": 10282}]",100,1990,4.123191,1,3200
935,Kane Hodder,805,Leslie Jordan,307,Erin Gray,1.85,2.5,2899,Color,R,USA,18,Adam Marcus,0,Fantasy,15.935068,4.3,English,949,Jason Goes to Hell: The Final Friday,112,317,19331,"Jason Voorhees, the living, breathing essence of evil, is back for one fierce, final fling! Tracked down and blown to bits by a special FBI task force, everyone now assumes that he's finally dead. But everybody assumes wrong. Jason has been reborn with the bone-chilling ability to assume the identity of anyone he touches. The terrifying truth is that he could be anywhere, or anybody. In this shocking, blood-soaked finale to Jason's carnage-ridden reign of terror, the horrible secret of his unstoppable killing instinct is finally revealed.",brutality|evil|jason voorhees|paranormal phenomena|terror,10.341982,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Sean S. Cunningham Films"", ""id"": 17611}]",87,1993,5.3740272,1,5913
989,Common,744,Dave Chappelle,220,Lauryn Hill,1.85,3,2165,Color,R,USA,1000,Michel Gondry,0,Comedy,11.694528,7.2,English,635,Dave Chappelle's Block Party,114,72,7721,"The American comedian/actor delivers a story about the alternative Hip Hop scene. A small town Ohio man’s moves to Brooklyn, New York, to throw an unprecedented block party. Filmed with inspiration from the 1973 documentary Wattstax.",block party|marching band|neighborhood|new york city|tyrannosaurus rex,1.697846,"[{""name"": ""Yari Film Group"", ""id"": 2448}]",100,2005,2.898176,1,5753
1000,Omari Hardwick,927,Donald Faison,706,Mike Epps,1.85,3,4815,Color,R,USA,23,Benny Boom,3,Action,10.017041,5.9,English,545,Next Day Air,49,20,8265,"Two inept criminals are mistakenly delivered a package of cocaine and think they've hit the jackpot, triggering a series of events that changes ten people's lives forever.",cocaine|package|slow motion scene|topless female nudity|wrong address,2.747402,"[{""name"": ""Melee Entertainment"", ""id"": 3438}, {""name"": ""Next Day Air Productions"", ""id"": 3439}, {""name"": ""Secret Society Films"", ""id"": 3440}]",84,2009,2.3390136666666668,1,8016
939,Mo'Nique,407,Jimmy Jean-Louis,233,Joyful Drake,1.85,3,2321,Color,PG-13,USA,18,Nnegest Likké,0,Comedy,7.059537,3,English,837,Phat Girlz,37,101,8279,Two plus-sized ladies meet the men of their dreams in the most unexpected of ways.,female protagonist|size positive|thin|title directed by female|wet dream,0.982624,[],99,2006,1.353179,1,4755
140,Seamus Davey-Fitzpatrick,63,Ariane Labed,48,Athina Rachel Tsangari,1.85,3,328,Color,R,USA,0,Richard Linklater,1,Drama,8.114507,7.9,English,62000,Before Midnight,405,270,95362,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,friend|greece|greek|hotel room|twin,23.299907,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Detour Filmproduction"", ""id"": 11510}, {""name"": ""Faliro House Productions"", ""id"": 19246}, {""name"": ""Venture Forth"", ""id"": 20313}]",108,2013,1.7048356666666664,1,62579
641,John Astin,168,Robert Neary,152,Kim Darby,1.85,3,1389,Color,PG,USA,4,Christopher Leitch,1,Comedy,7.888703,3.2,English,491,Teen Wolf Too,29,65,8465,"Although awkward college student Todd Howard is particularly adept at science, he's paying for school with an athletic scholarship that he will lose should he not fare well in an upcoming boxing tournament. Luckily for Todd, he has inherited the same family curse that once turned his cousin into a werewolf. As he transforms into the hairy, fanged, howling monster, he finds both his physical agility and his popularity skyrocketing -- but at what cost?",falling in love|glowing eyes|insult|teenager|three word title,4.103764,"[{""name"": ""Atlantic Entertainment Group"", ""id"": 3267}]",95,1987,1.6295676666666665,1,2845
674,Angus Scrimm,174,A. Michael Baldwin,135,James Le Gros,1.85,3,1395,Color,R,USA,152,Don Coscarelli,1,Action,7.282851,6.5,English,812,Phantasm II,81,100,9502,"Mike, after his release from a psychiatric hospital, teams up with his old pal Reggie to hunt down the Tall Man, who is at it again. A mysterious, beautiful girl has also become part of Mike's dreams, and they must find her before the Tall Man does.",cemetery|female nudity|mortuary|sphere|tall man,5.003615,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spacegate Productions"", ""id"": 3046}, {""name"": ""Starway International Inc."", ""id"": 3146}]",97,1988,1.4276170000000001,1,3342
953,America Ferrera,625,Lupe Ontiveros,453,George Lopez,1.85,3,2510,Color,PG-13,USA,15,Patricia Cardoso,1,Comedy,5.844929,7,English,595,Real Women Have Curves,75,109,6000,"There's more to Ana Garcia than meets the eye. Should she leave home, go to college and experience life? Or stay home, get married, and keep working in her sister’s struggling garment factory? It may seem like an east decision, but for 18 year-old Ana, every choice she makes this summer will change her life. At home, she is bound to a mother who wants her to become someone she's not. But at school, she's encouraged by a teacher who sees her potential and adored by a boyfriend who loves her for who she is. Right now, Ana may be making clothes for less shapely women. But she's about to discover that real women take chances, have flaws, embrace life, and above all, have curves!",education|factory|high school|mexican american|religious icon,1.026243,[],86,2002,0.9483096666666666,1,5151
883,Archie Panjabi,183,Jimi Mistry,163,Om Puri,1.85,1.9,1616,Color,R,UK,70,Damien O'Donnell,0,Comedy,4.170647,6.9,English,1000,East Is East,82,161,14548,"In 1971 Salford fish-and-chip shop owner George Khan expects his family to follow his strict Pakistani Muslim ways. But his children, with an English mother and having been born and brought up in Britain, increasingly see themselves as British and start to reject their father's rules on dress, food, religion, and living in general.",england|marriage|muslim|pakistani|salford,3.667372,"[{""name"": ""BBC"", ""id"": 5996}, {""name"": ""Assassin Films"", ""id"": 7151}, {""name"": ""Film4"", ""id"": 9349}]",97,1999,1.1950773684210527,1,3915
472,Callie Thorne,324,Brian Van Holt,51,David Heyman,1.85,3,858,Color,R,USA,0,Peter M. Cohen,1,Comedy,4.142507,4.4,English,131,Whipped,48,81,3665,"Three to one may sound like fairly good odds, but it depends on the game. When the ""one"" is one very irresistible woman and the ""three"" are three hopelessly smitten guys, the deck is pretty stacked. In the battle of the sexes, the first rule is to never underestimate the power of a woman.",dating|diner|masturbation|urination|washington square manhattan new york city,2.144354,"[{""name"": ""Hi-Rez Films"", ""id"": 48357}]",82,2000,0.3808356666666668,1,1836
687,Julian Sands,233,Zach Galligan,222,Paula Marshall,1.66,3,1806,Color,R,USA,16,Anthony Hickox,0,Fantasy,3.902679,5.3,English,217,Warlock: The Armageddon,22,49,3943,"Every six hundred years, a great evil has the opportunity to escape and unleash Armageddon. A group of five stones has the power to either free the evil, or banish it for another six hundred years. An order of Druids battles with a Warlock determined to unleash his father upon the world.",druid|eclipse|rune|scalping|warlock,3.107149,"[{""name"": ""Tapestry Films"", ""id"": 870}, {""name"": ""Trimark Pictures"", ""id"": 4063}]",98,1993,0.3008930000000001,1,3181
